Dates,Tickers,Tenor,DeltaStrike,Type,Data
20250408,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0165
20250508,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0178
20250409,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0169
20250509,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0184
20250410,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0201
20250310,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0128
20250411,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0251
20250311,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0123
20250312,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0117
20250512,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0155
20250313,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0119
20250513,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0158
20250414,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0226
20250314,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0114
20250514,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0185
20250415,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.021
20250515,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.019
20250416,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0211
20250516,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0191
20250417,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0194
20250317,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0112
20250418,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0189
20250318,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.011
20250319,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0107
20250519,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0193
20250320,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0109
20250520,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0186
20250421,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0205
20250321,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.011
20250521,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0197
20250422,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0195
20250522,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0191
20250423,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0174
20250523,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0191
20250424,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0177
20250224,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0104
20250324,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0104
20250425,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0179
20250225,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.011
20250325,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0105
20250226,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0111
20250326,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0105
20250526,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0184
20250227,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0105
20250327,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0107
20250527,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.017
20250428,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0184
20250228,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0106
20250328,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.011
20250528,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0165
20250429,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0192
20250529,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0165
20250430,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0188
20250530,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0164
20250331,FX.USDJPY.VOL::9M::25DRR::MID,9M,25,RR,-0.0121
20250401,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0098
20250501,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0123
20250402,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0099
20250602,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0122
20250502,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0127
20250403,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0102
20250303,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0092
20250404,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0108
20250304,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0092
20250305,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0095
20250505,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0124
20250306,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0103
20250506,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0122
20250407,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0129
20250307,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0103
20250507,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.012
20250408,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0132
20250508,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0117
20250409,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0155
20250509,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0116
20250410,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0163
20250310,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0103
20250411,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0178
20250311,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0104
20250312,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.01
20250512,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0106
20250313,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.01
20250513,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0106
20250414,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0167
20250314,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0099
20250514,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0128
20250415,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0168
20250515,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0139
20250416,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0164
20250516,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.012
20250417,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0146
20250317,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.01
20250418,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.014
20250318,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0097
20250319,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0094
20250519,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0124
20250320,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0093
20250520,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0119
20250421,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0143
20250321,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0091
20250521,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0122
20250422,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0141
20250522,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0125
20250423,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0133
20250523,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0124
20250424,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0123
20250224,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0089
20250324,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0093
20250425,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0123
20250225,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0097
20250325,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0091
20250226,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0092
20250326,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0092
20250526,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0123
20250227,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0088
20250327,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0092
20250527,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0123
20250428,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.012
20250228,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0092
20250328,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0094
20250528,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0122
20250429,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0119
20250529,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0125
20250430,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0126
20250530,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0123
20250331,FX.USDJPY.VOL::6M::10DBF::MID,6M,10,BF,0.0098
20250401,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250501,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250402,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250602,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250502,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250403,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250303,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250404,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250304,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250305,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250505,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250306,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250506,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250407,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250307,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250507,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250408,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250508,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250409,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250509,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250410,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250310,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250411,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250311,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250312,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250512,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250313,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250513,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250414,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250314,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250514,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250415,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250515,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250416,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250516,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250417,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250317,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250418,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0074
20250318,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250319,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250519,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250320,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250520,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250421,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250321,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250521,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250422,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250522,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250423,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250523,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250424,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250224,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250324,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250425,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250225,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250325,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250226,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250326,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250526,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250227,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250327,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250527,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250428,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250228,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0073
20250328,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250528,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250429,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250529,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250430,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250530,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.0075
20250331,FX.USDJPY.VOL::10Y::25DBF::MID,10Y,25,BF,0.007
20250401,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0307
20250501,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0171
20250402,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0316
20250602,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0241
20250502,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0277
20250403,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0343
20250303,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0194
20250404,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0468
20250304,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0282
20250305,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0263
20250505,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0305
20250306,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0306
20250506,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0323
20250407,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0519
20250307,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0313
20250507,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0297
20250408,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0538
20250508,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0205
20250409,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0527
20250509,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0228
20250410,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0624
20250310,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0256
20250411,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0617
20250311,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0204
20250312,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0214
20250512,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0165
20250313,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0205
20250513,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0215
20250414,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0437
20250314,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0186
20250514,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0348
20250415,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.042
20250515,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.04
20250416,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0377
20250516,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0378
20250417,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0336
20250317,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0157
20250418,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0328
20250318,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.013
20250319,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0131
20250519,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0382
20250320,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0153
20250520,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0332
20250421,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0457
20250321,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0173
20250521,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0487
20250422,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0431
20250522,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0407
20250423,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0286
20250523,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0427
20250424,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.025
20250224,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0208
20250324,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0132
20250425,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0219
20250225,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0265
20250325,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0161
20250226,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.029
20250326,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0176
20250526,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0366
20250227,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0233
20250327,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0177
20250527,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0232
20250428,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0191
20250228,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0205
20250328,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0205
20250528,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0151
20250429,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.027
20250529,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.025
20250430,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.025
20250530,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.0209
20250331,FX.USDJPY.VOL::1W::10DRR::MID,1W,10,RR,-0.027
20250401,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0226
20250501,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.033
20250402,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0225
20250602,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.031
20250502,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0333
20250403,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0229
20250303,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0181
20250404,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0245
20250304,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0199
20250305,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0189
20250505,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0342
20250306,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0218
20250506,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0349
20250407,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0293
20250307,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0227
20250507,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0348
20250408,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0282
20250508,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0333
20250409,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0304
20250509,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0334
20250410,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0349
20250310,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0228
20250411,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0464
20250311,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0227
20250312,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.021
20250512,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.029
20250313,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0212
20250513,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.029
20250414,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.042
20250314,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0205
20250514,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0336
20250415,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0399
20250515,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0348
20250416,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0388
20250516,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0342
20250417,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0352
20250317,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0205
20250418,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0349
20250318,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0204
20250319,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0194
20250519,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0346
20250320,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0196
20250520,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0333
20250421,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0374
20250321,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0196
20250521,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0354
20250422,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0369
20250522,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.035
20250423,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0327
20250523,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0354
20250424,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.033
20250224,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0166
20250324,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0184
20250425,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0331
20250225,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.018
20250325,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0186
20250226,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.018
20250326,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0191
20250526,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0338
20250227,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0173
20250327,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0192
20250527,FX.USDJPY.VOL::1Y::10DRR::MID,1Y,10,RR,-0.0318
