Dates,Tickers,Expiry,Tenor,Data
20250429,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::5Y::NORMAL.MID,1M,5Y,0.007082
20250529,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::5Y::NORMAL.MID,1M,5Y,0.006414
20250430,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::5Y::NORMAL.MID,1M,5Y,0.006936
20250530,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::5Y::NORMAL.MID,1M,5Y,0.006378
20250331,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::5Y::NORMAL.MID,1M,5Y,0.00807
20250401,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007991
20250501,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006504
20250402,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007948
20250602,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006441
20250502,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006451
20250403,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.008137
20250303,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007331
20250404,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.008907
20250304,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.00775
20250305,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.008512
20250505,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006452
20250306,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.008834
20250506,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.00699
20250407,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.009517
20250307,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.008569
20250507,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006754
20250408,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.009082
20250508,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006525
20250409,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.009696
20250509,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006511
20250410,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.00895
20250310,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.008688
20250411,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.009349
20250311,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.008997
20250312,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.008777
20250512,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006963
20250313,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.008842
20250513,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006848
20250414,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.00887
20250314,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.008697
20250514,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006582
20250415,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.008209
20250515,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006718
20250416,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007963
20250516,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006758
20250417,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007581
20250317,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.008506
20250418,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007359
20250318,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007945
20250319,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007712
20250519,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007064
20250320,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.00765
20250520,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.00683
20250421,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007706
20250321,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007646
20250521,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006802
20250422,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007821
20250522,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006728
20250423,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007406
20250523,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007004
20250424,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007036
20250224,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006715
20250324,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007774
20250425,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006852
20250225,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006956
20250325,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007964
20250226,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006828
20250326,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007597
20250526,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007002
20250227,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006759
20250327,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007655
20250527,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006815
20250428,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006981
20250228,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006943
20250328,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.007645
20250528,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006317
20250429,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006854
20250529,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006289
20250430,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006721
20250530,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.006269
20250331,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1M::8Y::NORMAL.MID,1M,8Y,0.008017
20250401,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007996
20250501,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007525
20250402,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007957
20250602,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007102
20250502,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007557
20250403,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008072
20250303,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007579
20250404,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008408
20250304,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007845
20250305,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008147
20250505,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007574
20250306,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008316
20250506,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007545
20250407,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.00867
20250307,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008146
20250507,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007536
20250408,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.00825
20250508,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007396
20250409,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008465
20250509,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007399
20250410,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008154
20250310,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008162
20250411,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008213
20250311,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008421
20250312,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008494
20250512,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007514
20250313,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008483
20250513,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007445
20250414,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008052
20250314,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008358
20250514,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007412
20250415,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007961
20250515,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007501
20250416,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007965
20250516,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007429
20250417,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007847
20250317,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.00821
20250418,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007798
20250318,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008084
20250319,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008019
20250519,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007475
20250320,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007948
20250520,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007403
20250421,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007829
20250321,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008037
20250521,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007468
20250422,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007851
20250522,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007442
20250423,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007709
20250523,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007457
20250424,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007583
20250224,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007316
20250324,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007956
20250425,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.00745
20250225,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007374
20250325,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007991
20250226,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007392
20250326,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007899
20250526,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007472
20250227,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007388
20250327,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008013
20250527,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.00732
20250428,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007507
20250228,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007438
20250328,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007983
20250528,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007266
20250429,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007521
20250529,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007213
20250430,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.007556
20250530,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.00713
20250331,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::6Y::NORMAL.MID,1Y,6Y,0.008054
20250401,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007941
20250501,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007479
20250402,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007909
20250602,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007095
20250502,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007493
20250403,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.008013
20250303,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007535
20250404,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.008343
20250304,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007815
20250305,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.008149
20250505,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007505
20250306,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.008299
20250506,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007508
20250407,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.008563
20250307,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.008132
20250507,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007512
20250408,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.008204
20250508,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007355
20250409,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.00841
20250509,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007376
20250410,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.008115
20250310,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.008163
20250411,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.008173
20250311,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.008422
20250312,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.00848
20250512,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007477
20250313,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.00847
20250513,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007427
20250414,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007975
20250314,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.008342
20250514,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007418
20250415,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007907
20250515,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007489
20250416,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.00791
20250516,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007441
20250417,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007767
20250317,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.008166
20250418,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007722
20250318,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.008064
20250319,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007964
20250519,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007459
20250320,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007882
20250520,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007428
20250421,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007753
20250321,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007976
20250521,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007465
20250422,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.00781
20250522,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007443
20250423,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007666
20250523,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.00745
20250424,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007534
20250224,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007288
20250324,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007936
20250425,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007416
20250225,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007338
20250325,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007968
20250226,IR.EUR-EURIBOR-6M.VOL.SWPT.RLTV.ATM::1Y::7Y::NORMAL.MID,1Y,7Y,0.007355
